county,state,total_exp,medical_care_exp,edu_training_exp,exp_per_vet,county_pop,vet_pop,med_patients,state_va_fac,hs_grad_pct,clg_grad_pct,median_income,poverty_pct,unemployment_pct,severe_housing_problems_pct,smokers_pct,obesity_pct,inactive_pct,excess_alcohol_pct,diabetes_pct,food_insecure_pct,age_under18_pct,age_over65_pct,rural_pct
san mateo,ca,302119.60613167577,202691.29002167576,17751.83,13.036631682332613,766573,23174.667620710003,5990.0,102,90.42763710021973,52.07216262817383,132369.0,5.5,4.6,23.474474302,10.159452243,22.9,15.6,21.235741283,8.1,6.8,20.241125111,16.551196037,1.8910127483
santa barbara,ca,183384.15282944014,57449.77382944016,11246.12,9.295900247889628,446499,19727.422620641,5492.0,102,81.83806800842285,34.96749496459961,86136.0,10.5,5.8,28.858105059,13.420778071,24.2,14.0,20.431223297,8.0,9.5,22.073061754,15.705522297,5.0175161302
santa clara,ca,695228.31297089,378209.95917089,45910.847,12.76299874162632,1927852,54472.175939609995,13275.0,102,88.74041843414307,53.47432327270508,139462.0,6.6,4.7,22.924894916,9.577855426,19.9,15.8,16.921003205,8.5,7.2,21.574010868,13.912219403,1.0836632724
santa cruz,ca,112688.09754765741,56656.02154765741,4210.643,11.944393228729679,273213,9434.392805874,3090.0,102,88.28366279602051,41.825843811035156,93015.0,10.7,6.9,27.209923065,12.787275792,19.3,11.1,21.594993922,6.2,10.3,18.99580181,17.282120543,12.039316721
shasta,ca,204296.5605109534,101619.93051095339,4248.479,15.060750937261687,180080,13564.8322824,6432.0,102,91.13778495788574,22.129547119140625,59108.0,13.9,6.8,22.784989714,17.107331171,26.6,17.0,21.351087796,12.4,14.2,21.555419813,21.140048867,29.286266455
sierra,ca,2759.4629084531007,1658.674908453101,31.735,11.999278539685442,3005,229.9690685008,109.0,102,92.52823638916016,19.37445640563965,59422.0,11.5,6.0,18.181818182,16.331358434,19.1,26.0,23.174438086,7.0,10.5,16.505823627,32.046589018,99.722222222
siskiyou,ca,39713.93294025185,18066.89994025185,655.71,11.043314168312195,43539,3596.196969041,1609.0,102,89.89810085296631,22.103408813476562,49441.0,14.3,8.1,20.084121977,17.600593281,34.5,25.1,22.668704983,10.1,16.1,20.064769517,26.135189141,65.826280624
solano,ca,463534.3630838977,130934.90308389765,42348.881,14.48548242449413,447643,31999.925822290003,10413.0,102,88.66587257385254,27.055145263671875,83678.0,9.3,7.5,21.221581269,13.832295441,29.2,22.4,19.630989588,9.4,10.0,21.994312432,16.342487205,3.718452427
sonoma,ca,255559.15210884283,132371.58710884282,11159.128,10.67707702524268,494336,23935.310338649,6782.0,102,89.12923049926758,36.43193435668945,87366.0,7.8,5.5,22.819109755,12.892203679,23.9,15.7,23.612638717,8.3,9.0,19.319855321,20.699079169,12.353527129
stanislaus,ca,248699.3241910194,112261.3281910194,14783.593,11.971069471477602,550660,20775.029731769002,6217.0,102,79.75361061096191,17.70166015625,64501.0,13.0,8.4,23.531300161,15.849531331,31.5,23.3,19.316726506,10.2,12.4,26.955471616,13.424072931,7.9807096081
sutter,ca,67653.63404043452,24704.146040434523,3898.781,12.566853330639741,96971,5383.4983396747,1690.0,102,79.82942771911621,20.031070709228516,65791.0,11.5,9.0,20.596458527,16.051740915,29.7,29.5,19.875969294,13.1,13.8,25.756153902,15.566509575,14.79780867
tehama,ca,49791.27591843667,27022.361918436676,1120.304,11.090958122747873,65084,4489.357489892,1834.0,102,85.87209987640381,17.426145553588867,61571.0,13.3,7.2,21.362294391,18.23412334,34.7,28.1,19.909254419,11.2,15.8,23.758527441,19.636162498,51.488268755
trinity,ca,11231.55632086267,5584.04732086267,112.574,11.492678830566554,12285,977.2792302340001,397.0,102,93.03211212158203,19.22601890563965,45113.0,18.0,6.3,22.710622711,18.972402998,28.9,21.5,21.25755552,9.7,16.1,17.346357346,28.286528287,100.0
tulare,ca,184709.1963896208,76367.42738962079,8936.619,12.841777935411836,466195,14383.459776257001,5632.0,102,71.93700981140137,14.5320405960083,62058.0,17.1,10.7,26.878537867,17.528762043,37.2,26.3,17.353979937,10.9,15.9,30.482094403,11.645556044,15.479930074
tuolumne,ca,53200.92912676743,26361.814126767425,842.263,11.428892937115922,54478,4654.95034554,1836.0,102,90.99645042419434,22.338653564453125,63336.0,12.1,7.3,19.806871772,15.790382737,29.7,22.3,23.842698752,8.0,12.8,16.80127758,26.999889864,48.96595322
ventura,ca,368725.0354456024,108733.51744560235,36456.943,9.466283927963271,846006,38951.402498756004,9513.0,102,85.6461591720581,33.893043518066406,90961.0,9.1,6.2,23.307226573,12.335455733,20.2,18.1,19.08735412,8.7,8.2,22.566152013,16.15886885,3.1245521172
yolo,ca,81004.92942541272,28852.36542541272,7892.563,10.320966432543182,220500,7848.579874263999,2102.0,102,87.46550369262695,42.61837387084961,80668.0,14.8,5.8,23.618642323,13.794687346,24.4,14.7,20.20087821,7.8,10.6,20.759637188,12.928798186,6.9295839163
yuba,ca,85975.22692650143,30645.583926501422,8431.065,14.798127198584499,78668,5809.87213941,1916.0,102,82.17481994628906,18.01111602783203,56278.0,16.3,8.5,21.754250386,17.231102136,29.4,31.7,21.250581263,12.7,14.4,27.448263589,13.054863477,26.222714989
adams,co,273931.9158400039,132998.32768000386,19853.439,9.860956512059518,517421,27779.446700226,7197.0,27,84.72736740112305,25.162342071533203,73615.0,9.4,6.2,18.472709372,18.393418961,28.6,18.6,19.905043991,7.4,9.3,26.127853334,10.731686576,3.6204464191
alamosa,co,10729.109967480768,4234.621967480768,384.769,12.140098247277255,16233,883.7745584049999,382.0,27,87.24081325531006,24.481626510620117,50390.0,16.7,5.5,19.008264463,19.460691683,31.0,20.8,18.179169096,7.5,14.6,24.179141255,13.885295386,36.866299773
arapahoe,co,404257.95773394714,155272.57973394715,37577.198,9.978230759458766,656590,40513.99165636,10299.0,27,92.25834465026855,43.40328598022461,82381.0,7.0,5.8,16.40703037,15.022789694,22.7,16.1,18.907748536,7.1,9.2,23.284089005,13.479949436,1.5753413881
archuleta,co,12226.092199953451,4945.5181999534525,149.441,9.505668317746045,14029,1286.1896492989001,483.0,27,94.13749885559082,39.677947998046875,63961.0,9.4,4.9,18.721872187,15.488485776,24.2,12.0,20.457895464,5.8,10.6,17.734692423,27.329103999,59.376034426
baca,co,1958.9024925407934,1135.8434925407932,31.397,8.47254134155816,3581,231.2060116995,73.0,27,85.9642448425293,21.947507858276367,42531.0,16.9,2.1,11.526479751,21.849067428,31.0,28.4,20.13753751,13.7,14.3,22.228427813,24.434515498,100.0
bent,co,5943.9856924435135,2456.415292443514,156.037,13.196473108663675,5577,450.4222941613999,200.0,27,88.37899589538574,15.13698673248291,50688.0,26.6,6.1,23.011363636,22.423125228,33.0,23.7,19.30006824,12.3,16.5,15.438407746,18.881118881,37.959686106
boulder,co,91060.09866970999,27515.761669709987,16577.488,6.0502435210320105,326196,15050.65016857,2618.0,27,95.52905607223511,62.97231674194336,88289.0,9.5,4.4,19.092181564,12.822698692,14.3,8.9,21.289109731,5.5,9.0,18.77214926,14.824829244,8.9130825924
broomfield,co,33221.523633547506,10930.946633547503,3908.142,8.36293562944887,70465,3972.4715226269,796.0,27,96.82346391677856,56.0589485168457,106263.0,4.2,4.5,12.875867386,12.456247694,19.5,12.1,20.709867347,6.9,7.5,22.09749521,14.297878379,0.5832990392
chaffee,co,12426.499335415694,4918.445335415695,312.039,6.825946302412752,20356,1820.480089482,422.0,27,94.08484220504761,35.528541564941406,64220.0,9.6,4.0,12.278481013,17.498871904,16.3,15.5,20.681086181,8.1,10.7,15.086460994,26.026724307,37.413667247
cheyenne,co,1281.0512558405057,703.3662558405056,52.961,15.808186214740639,1831,81.0372068268,39.0,27,94.72902727127075,23.45953941345215,56383.0,12.3,2.3,8.3870967742,18.969260589,23.8,25.0,20.968629992,9.6,9.7,25.341343528,21.026761333,100.0
clear creek,co,4940.221587207161,2645.7805872071613,205.999,7.164382012079888,9700,689.5530666675,181.0,27,97.4761712551117,50.85246276855469,79422.0,7.3,5.5,10.742857143,14.076722936,21.2,14.2,22.6771601,6.3,8.1,15.072164948,21.340206186,100.0
conejos,co,6420.537640066917,2606.513640066917,80.044,13.955648576919684,8205,460.06730569909996,223.0,27,87.73373222351074,25.50486183166504,39822.0,17.6,4.8,15.551839465,19.281747371,27.2,22.7,17.339532179,10.2,13.8,25.155393053,19.902498477,100.0
costilla,co,5331.784000076141,2311.150000076141,24.261,16.971710460167397,3887,314.1571388806,198.0,27,84.79827117919922,23.883285522460938,35639.0,21.8,6.0,20.063694268,20.329968199,24.7,25.1,15.871338625,17.9,18.0,19.063545151,26.935940314,100.0
crowley,co,3745.787978445818,1338.994978445818,56.706,9.931890051054502,6061,377.1475478676,129.0,27,87.44860935211182,8.706167221069336,36836.0,37.2,5.2,16.46090535,23.744163916,29.4,27.2,19.56736576,7.8,17.9,11.417257878,14.024088434,100.0
custer,co,8156.108308909848,2546.4773089098485,160.235,11.748476495304487,5068,694.2268907947,226.0,27,96.38090348243713,34.08624267578125,60485.0,12.2,4.0,20.047732697,16.988980508,20.9,19.8,21.067139511,11.3,12.7,13.752959747,33.011049724,100.0
delta,co,37775.13926058209,21457.43626058209,498.374,13.49357005321832,31162,2799.491840306,1487.0,27,89.77307891845703,21.732206344604492,53553.0,12.1,5.3,19.636963696,21.629474426,24.0,18.4,21.781339545,11.0,14.1,19.620050061,26.801874077,63.172008271
denver,co,316892.53188057634,157486.69408057633,29890.297,9.744428540240916,727211,32520.381320662,8691.0,27,89.13338470458984,50.320552825927734,75355.0,12.4,5.9,18.693866184,15.283500177,17.3,12.6,25.285593336,5.1,11.0,19.062555434,11.940825978,0.0
dolores,co,2165.678795919242,1175.109795919242,86.388,11.686308534699409,2055,185.31761244269998,78.0,27,95.4891996383667,26.11181640625,50821.0,12.5,4.7,11.34751773,20.080554526,21.7,16.6,21.388548573,7.8,13.1,19.464720195,26.180048662,100.0
douglas,co,178650.27370378462,48089.23970378461,19612.121,9.540608249186281,351154,18725.2499041685,4330.0,27,97.95042991638184,58.605838775634766,122290.0,3.0,4.1,10.333919156,10.66768897,20.1,9.0,20.788452595,5.6,5.9,25.164742535,12.416774407,10.287425779
eagle,co,8335.22910022211,3498.3961002221104,261.559,5.447852797383167,55127,1530.0026286000002,334.0,27,90.92407512664795,50.48676300048828,94309.0,6.4,4.4,18.294399099,13.275734855,16.1,11.6,22.711405289,4.3,6.2,21.416003048,12.400457126,19.983907121
elbert,co,17718.03746487823,7234.244464878229,1173.386,8.486771637062558,26729,2087.7240749005,538.0,27,96.42438459396362,34.1468620300293,107139.0,4.8,3.8,12.295544275,15.227647884,24.9,17.0,21.789378803,6.7,6.7,21.24284485,17.217254667,100.0
el paso,co,1264951.4285893783,238876.32352937813,156984.29,13.617655063758045,720403,92890.547063122,28903.0,27,94.47214126586914,38.71318054199219,72459.0,9.1,5.6,15.986306032,15.27610079,22.9,15.6,17.343671135,6.6,10.9,23.824165085,13.211771744,8.9343251969
fremont,co,52733.053323931774,18149.925323931766,1873.859,11.108492209612539,47839,4747.0936945250005,1631.0,27,89.31307888031006,18.48577308654785,52414.0,15.2,6.9,14.081145585,21.34941867,30.2,20.7,20.000622298,8.4,14.0,16.062208658,22.145111729,26.420211857
garfield,co,25120.9545554883,12890.1565554883,1051.276,8.418802960217887,60061,2983.9105006013997,1003.0,27,89.02193069458008,31.95109748840332,79958.0,6.7,4.7,19.377819995,16.91030603,24.5,16.6,19.86643205,4.8,8.1,24.949634538,13.799304041,24.103991913
gilpin,co,4022.203902999141,1512.5529029991415,169.98,6.996083462303223,6243,574.9222296549,132.0,27,94.26699447631836,44.32841873168945,79622.0,6.6,6.2,23.032629559,14.493058413,21.6,14.9,23.953941501,5.7,6.8,14.576325485,17.811949383,100.0
grand,co,5739.722765706825,2398.1347657068245,98.347,5.20003799822913,15734,1103.7847738154,242.0,27,94.9565658569336,40.07759094238281,74484.0,6.8,4.2,16.855895197,17.084160076,18.0,13.7,23.076425767,6.5,8.9,16.689970764,18.463200712,82.597857576
gunnison,co,5185.82404588264,1864.3050458826403,364.878,6.387831055510479,17462,811.8286161324,222.0,27,97.64542937278748,57.50692367553711,68214.0,9.6,3.7,22.016936105,15.019714617,14.2,12.0,23.160007146,3.1,9.6,16.693391364,13.652502577,58.607413208
hinsdale,co,635.519633448742,94.17563344874195,47.118,7.891981484302153,820,80.5272585488,21.0,27,95.87155961990356,43.73088836669922,63034.0,7.2,3.6,14.864864865,16.227617796,23.8,22.0,21.954991546,10.1,13.0,15.0,31.463414634,100.0
huerfano,co,9690.41706148098,4075.325061480978,163.729,13.20912791711901,6897,733.6152032355,367.0,27,92.66211605072021,23.568449020385742,49502.0,19.9,8.2,14.330708661,17.761328097,26.3,22.7,19.281308941,9.4,15.0,16.093953893,32.129911556,56.146624944
jackson,co,929.3696788795182,438.9036788795183,0.0,7.22275155810301,1392,128.6725247855,38.0,27,88.15911197662354,31.359851837158203,55430.0,11.6,3.3,8.4033613445,19.72446146,24.0,28.7,21.058768808,10.4,10.2,16.738505747,23.275862069,100.0
jefferson,co,322022.7774653911,111008.88632539113,27549.647,8.452862409892848,582881,38096.299436805,8388.0,27,94.81698179244995,46.437862396240234,90097.0,6.1,5.0,13.937358706,14.730132104,21.2,13.3,23.115174183,6.2,8.3,19.420430585,16.949085662,6.8963581976
kiowa,co,535.2224718838866,209.43547188388663,27.878,8.791718925254557,1406,60.8780235622,31.0,27,97.15536093711853,21.11597442626953,49179.0,12.0,3.3,8.6956521739,20.147241163,28.3,29.8,20.533587231,8.7,10.5,23.613086771,23.044096728,100.0
kit carson,co,3757.692629461466,2378.327629461466,30.903,7.003338967548152,7097,536.5572974368,156.0,27,89.88603973388672,17.623117446899414,54642.0,10.8,3.0,10.851419032,19.371804012,32.0,21.7,20.257671235,11.1,10.0,25.151472453,19.51528815,48.69407497
lake,co,4503.507851268028,2646.8318512680285,163.801,8.310288160216327,8127,541.9195778105,123.0,27,88.6950569152832,40.34547805786133,61518.0,10.6,4.4,10.977443609,18.420564792,27.2,16.3,19.740419072,8.1,11.6,19.761289529,14.617940199,31.067031464
la plata,co,29599.606648191202,11053.165648191203,1416.94,8.531380901821086,56221,3469.497727135,1208.0,27,95.96596145629883,44.029571533203125,66080.0,10.0,5.2,15.375802016,16.163671759,18.2,13.5,23.858425058,5.4,8.7,18.62649188,18.229842941,59.948572096
larimer,co,204969.23193439795,76198.67793439796,29162.09,9.17743217721186,356899,22334.050306942,6738.0,27,96.1856780052185,47.69237518310547,80344.0,9.9,4.7,16.762452107,14.522514934,20.9,11.6,23.157561473,5.4,9.5,19.370185963,16.187773011,11.660381137
las animas,co,14499.363999651421,5181.958999651422,135.461,11.284178174631535,14506,1284.9286651861,535.0,27,90.50167179107666,19.99044418334961,46281.0,16.4,6.5,16.996047431,18.542361979,31.5,27.1,18.829035866,13.1,13.8,17.937405212,25.4101751,40.794479912
lincoln,co,3179.3190586116434,1453.8190586116436,143.368,8.91480135456698,5701,356.63375235869995,103.0,27,90.04998779296875,12.639847755432129,50169.0,15.6,4.2,11.525423729,20.865798139,30.1,24.6,20.874421762,7.0,11.6,20.399929837,17.610945448,100.0
logan,co,9615.00340314096,4465.859403140958,288.103,7.031286895803172,22409,1367.4599750552,377.0,27,90.48909664154053,20.60380744934082,55717.0,13.1,4.4,15.153374233,19.320714319,36.0,22.3,19.793754147,9.9,11.8,17.912445892,18.099870588,29.155841296
mesa,co,224629.26374980627,143308.95157980628,5983.181,19.011291048359855,154210,11815.571240186,7055.0,27,90.54592037200928,27.395751953125,64141.0,11.1,5.7,16.96664465,18.611566128,25.8,15.0,20.107907436,8.6,12.6,21.275533364,19.692626937,12.676267525
mineral,co,638.7401161532114,347.4211161532114,6.567,8.543583177279448,769,74.7625560493,31.0,27,98.0,54.14285659790039,58004.0,8.7,5.0,9.6296296296,14.820311745,17.5,17.8,22.420197419,9.4,10.4,14.044213264,33.55006502,100.0
moffat,co,11567.214832616184,7380.593832616184,232.773,14.104371993923923,13283,820.1155526527001,392.0,27,89.91729927062988,21.46822166442871,63128.0,9.9,4.8,12.340842311,20.080010812,20.4,21.4,21.031075544,8.3,11.5,25.408416773,15.930136264,27.357738311
montezuma,co,23644.617140853494,8934.147140853494,646.143,11.038691509053377,26183,2141.976440003,909.0,27,90.54364681243896,29.154861450195312,54053.0,12.9,5.6,15.066539924,20.151788849,28.2,19.8,20.545722948,12.8,13.8,21.613260513,22.930909369,67.182298806
montrose,co,38170.20733577457,20210.057335774574,803.35,11.458465764618062,42758,3331.179594186,1584.0,27,88.92958450317383,24.559494018554688,59764.0,10.4,5.0,18.672566372,19.02446757,20.1,19.0,20.465598944,8.2,12.8,21.203049722,24.093736845,44.989824595
morgan,co,10048.616106062425,4151.642106062424,398.468,7.415329776293852,29068,1355.1138532215998,379.0,27,79.36088752746582,17.260332107543945,63297.0,10.5,4.9,12.971698113,19.572446373,34.9,21.6,19.865084319,9.3,9.3,25.860052291,15.580707307,32.547320572
otero,co,23030.468492808897,7625.156492808896,303.762,18.490005668205928,18278,1245.563084516,585.0,27,89.11191177368164,20.547271728515625,46235.0,17.6,6.1,19.893190921,20.873283088,34.7,24.0,18.024947096,12.6,16.3,23.90305285,20.680599628,34.406032606
ouray,co,2918.2394182974913,1538.0314182974914,61.414,7.040308575417341,4952,414.504476194,152.0,27,98.52204406261444,49.07314682006836,74492.0,6.7,4.5,20.861678005,13.952268452,20.6,16.8,22.04992507,6.9,10.9,15.266558966,27.261712439,100.0
park,co,16448.1701081692,5545.773108169202,524.985,10.099056562341753,18845,1628.6838286957,503.0,27,97.68600678443909,32.55972671508789,77598.0,7.8,4.1,12.922868742,15.938797478,18.5,17.2,21.763190773,5.6,8.0,15.006633059,21.597240647,100.0
phillips,co,1790.4027645621798,763.1237645621798,28.117,6.749169977006547,4265,265.2774742171,73.0,27,87.7318115234375,25.463623046875,57385.0,10.2,2.9,16.519174041,17.933721213,31.3,23.0,20.786559875,9.5,8.1,24.220398593,23.282532239,100.0
pitkin,co,2833.8107904670146,1670.3987904670146,94.967,3.9157831072223637,17767,723.6894161068999,104.0,27,96.35548496246338,61.16856002807617,93634.0,6.4,5.5,16.21253406,11.98674382,14.7,12.3,24.462198633,3.9,8.2,14.695784319,20.296054483,44.203405645
prowers,co,8795.538681538172,4181.347681538172,258.178,15.01876055538965,12172,585.6367873434,292.0,27,80.69001007080078,18.627702713012695,47463.0,16.2,4.5,13.326551373,19.398595172,35.9,20.8,18.167229221,12.6,13.4,25.665461715,18.08248439,37.885427456
pueblo,co,199464.13036809198,75917.77136809201,7745.9,15.161899144490862,168424,13155.616487567,5773.0,27,90.32829475402832,22.910282135009766,50885.0,14.1,7.9,17.853205229,20.019929283,31.0,23.2,18.191256639,10.0,14.1,22.214173752,18.959886952,14.153511502
rio blanco,co,5872.052030845905,3660.2030308459057,113.462,13.876339265108399,6324,423.17011127070003,177.0,27,91.86859226226807,24.790307998657227,64039.0,9.8,5.5,12.008281573,18.869879988,23.2,18.4,20.833240937,6.5,11.0,24.335863378,16.350411132,100.0
rio grande,co,9811.210944089778,3527.2409440897786,158.685,12.446744994758896,11267,788.2551581334,373.0,27,87.60866737365723,25.9504337310791,51416.0,13.3,6.5,16.421052632,17.952285153,28.8,23.2,18.384532874,11.1,13.6,22.366202183,20.866246561,62.535469871
routt,co,5852.453436982123,2025.4064369821235,289.637,4.4380673036813665,25638,1318.694160435,274.0,27,95.4470682144165,49.334041595458984,82330.0,6.3,4.2,18.987341772,14.46441944,16.1,10.2,23.997096492,5.3,8.7,17.750994617,16.631562524,45.178442299
saguache,co,3638.351570436671,1523.235570436671,12.612,9.602978356745266,6824,378.87741024440004,188.0,27,85.80435180664062,22.432376861572266,56012.0,18.6,5.9,20.380952381,20.039939688,27.0,26.2,18.096926612,13.8,13.0,21.145955451,24.531066823,100.0
san juan,co,469.98793459367624,206.38893459367625,0.0,5.946812611075765,728,79.0319058849,23.0,27,95.84158420562744,33.46534729003906,54387.0,11.3,3.5,17.647058824,16.881028458,20.3,18.8,21.895149057,7.6,9.5,12.5,25.824175824,100.0
san miguel,co,1218.2859166345033,521.5889166345033,37.213,3.502888628753616,8179,347.7946477185,82.0,27,96.88874411582947,56.605308532714844,77099.0,7.6,5.0,28.333333333,13.378408564,16.2,15.5,22.199067206,3.5,9.6,17.288177039,15.46643844,100.0
sedgwick,co,2031.0150307958288,1082.587030795829,50.069,10.420060922324199,2248,194.9139305361,80.0,27,89.37381362915039,20.556610107421875,43354.0,13.2,3.7,12.0,19.614270883,25.3,27.4,20.243538111,11.3,12.7,19.572953737,27.135231317,100.0
summit,co,5682.249196253033,1378.9271962530331,374.165,4.1312180331888415,31011,1375.4416132490999,184.0,27,93.23878049850464,53.58171081542969,91079.0,6.1,4.0,23.26811211,14.477436224,15.4,10.2,24.003782547,4.0,8.4,16.216826287,14.294927606,19.518468243
teller,co,40393.86406225036,9889.252062250363,2060.336,14.272999695722907,25388,2830.0893241352,1030.0,27,96.71500587463379,35.49040985107422,62845.0,7.3,4.9,14.491315136,16.850945938,22.8,14.7,22.385076267,7.1,10.0,16.897746967,23.192059241,62.60385439
washington,co,2484.6553907024427,1265.0123907024429,115.589,8.070947842111382,4908,307.851746698,103.0,27,92.23959875106812,21.00914764404297,59174.0,11.8,3.2,11.691542289,20.163691104,29.5,28.5,21.676006206,13.4,9.9,22.351263244,21.352893236,100.0
weld,co,171405.47297113045,67491.13597113044,13209.42,10.171076320320436,324492,16852.245285849,5278.0,27,87.4034538269043,27.589096069335938,77937.0,8.9,5.7,14.772328808,16.991491492,29.2,18.6,19.208415207,7.5,8.5,25.899868102,12.435129371,20.460001978
yuma,co,2643.7361189509584,852.3251189509582,46.079,4.350472594104034,10019,607.6894088549999,112.0,27,86.3636360168457,20.63397216796875,82124.0,11.5,2.7,11.467324291,18.948779445,30.5,21.4,19.535013813,8.3,11.0,27.397943907,18.684499451,64.910883202
fairfield,ct,219791.4627829648,118697.13678296481,15884.135,7.3080791552350375,943332,30075.134397733,7439.0,13,90.22044658660889,48.91448211669922,98828.0,8.8,6.1,21.268656716,11.677115703,21.2,17.3,21.799412153,7.3,9.9,22.226109154,16.31991706,4.5840609318
hartford,ct,350628.3656450432,175963.75741504316,18584.536,9.175698582366396,891720,38212.71617606,12136.0,13,89.99886226654053,38.50962448120117,73476.0,10.7,6.5,16.652334681,14.197190247,27.2,20.9,19.14370148,10.2,11.7,20.888059032,17.438433589,5.4086401332
litchfield,ct,82794.08892014893,41326.97392014893,4797.922,8.626981861140834,180333,9597.1094239904,3187.0,13,93.82238531112671,35.857784271240234,79512.0,7.4,5.5,14.29528852,14.966169424,26.7,19.0,21.144452158,8.2,9.8,17.95178919,21.989319758,41.448556551
middlesex,ct,78456.95357369454,40528.18957369455,5302.388,9.94821760903032,162436,7886.5337145899,2757.0,13,94.70515060424805,42.71373748779297,89970.0,7.7,5.2,13.813813814,13.244739115,26.9,18.4,22.684318979,8.4,9.7,17.273880174,20.977492674,24.540066153
new haven,ct,500623.52330148395,320886.61988148396,25765.775,13.482936918339238,854757,37130.153937051,13064.0,13,90.33692264556885,35.981170654296875,72517.0,11.2,6.6,19.040928528,15.66265147,28.8,21.6,20.403388329,10.2,12.1,20.031073159,17.855718058,3.6399811241
new london,ct,168720.42833803594,65555.07733803595,15254.888,8.13105524271729,265206,20750.126927147998,5794.0,13,92.80230522155762,34.37540054321289,77202.0,8.0,6.9,15.261905872,15.736050525,30.4,20.5,22.423950497,9.8,11.8,19.212235017,18.791052993,25.808323147
tolland,ct,61892.326921170534,28049.27992117053,4547.211,8.66296818872483,150721,7144.4712219682,2279.0,13,94.7546181678772,42.39818572998047,87247.0,6.9,5.1,12.891763848,14.311873683,26.3,18.0,19.730086234,7.9,9.2,17.18605901,16.302306911,38.207883896
windham,ct,58346.944604992794,24438.794604992792,3547.833,8.156442728016138,116782,7153.4793476303,2112.0,13,89.1398344039917,23.702789306640625,66349.0,10.4,6.2,15.21446216,16.435096817,31.0,24.0,18.729693901,11.0,11.9,19.700810056,17.15418472,49.761036241
kent,de,187511.76740889263,50111.72240889262,12325.531,10.573056683379686,180786,17734.868262236,5165.0,5,87.9734296798706,24.517621994018555,61538.0,13.0,6.2,15.67529189,19.721276045,38.4,30.9,19.944865808,13.9,12.5,22.807628909,17.49195181,26.969379582
new castle,de,292065.26672271406,143102.23142271407,12284.591,9.304175647454919,558753,31390.773109771,8927.0,5,92.14385890960693,36.6628532409668,75145.0,10.1,5.3,13.930078212,18.386508576,30.2,24.7,19.23300744,10.6,10.7,21.368833814,16.10031624,4.6024078933
sussex,de,138807.21245858053,51862.06345858053,4481.419,7.037361830060188,234225,19724.3250824,5181.0,5,89.01508617401123,29.37601661682129,69829.0,11.0,4.8,14.272474513,19.051659688,33.3,30.9,20.30681095,12.9,10.9,18.332799658,28.7424485,41.303609019
district of columbia,dc,3358464.6099150665,304997.57676506764,28172.276,118.73251425776573,705749,28285.9723043,7794.0,4,91.87009239196777,59.75764083862305,91957.0,15.0,6.6,20.941777434,15.382185263,24.0,17.4,23.450506068,8.1,11.6,18.160564167,12.375929686,0.0
alachua,fl,292356.8978612699,173666.8509412699,11331.41413,16.615581956551843,269043,17595.345057774997,7549.0,82,92.78839111328125,44.083717346191406,51995.0,17.2,3.7,20.582653742,17.875568309,27.2,23.4,21.089994029,9.3,13.9,17.948432035,14.596923168,21.193437268
baker,fl,23546.05578110379,11087.485781103791,1031.587,12.955687489153203,29210,1817.4300515366,732.0,82,84.92457103729248,14.357305526733398,61514.0,12.8,3.7,12.048192771,25.233137071,38.3,33.8,18.171148751,14.5,13.5,23.865114687,14.094488189,59.491056611
bay,fl,226056.08831640778,53991.48931640779,10793.713,10.312325343875498,174705,21920.961643308,6523.0,82,90.94066047668457,24.484384536743164,61332.0,12.4,3.9,16.187286099,21.882238676,30.0,31.0,18.740491636,12.0,14.9,20.596433989,18.622821327,11.999857864
brevard,fl,826788.3732800162,290827.27146001614,39942.158,12.789892377724652,601942,64643.88822536,28139.0,82,92.18494939804077,30.91271209716797,65871.0,9.9,4.0,15.176587083,20.067151306,28.8,26.8,21.201766212,13.1,12.5,18.133806912,24.213628556,5.0743867966
broward,fl,739668.943870184,298486.812870184,57561.106,9.029959620962595,1952778,81912.7631704,25636.0,82,89.39277362823486,33.12363052368164,63901.0,11.0,4.9,24.334521995,16.883756602,24.6,23.7,18.672865644,9.1,11.6,21.007252232,17.134359359,0.0169329991
calhoun,fl,10721.130954477003,4172.091954477003,170.766,9.7130782398264,14105,1103.7830325012,368.0,82,77.90764045715332,9.064993858337402,43994.0,20.3,4.5,12.88209607,25.505723866,36.9,41.4,17.591061993,16.7,14.0,19.914923786,18.929457639,67.514529915
charlotte,fl,195235.28250130202,79593.33050130201,3834.615,8.935040410020852,188910,21850.52037172,7797.0,82,90.82219982147217,23.831523895263672,58368.0,9.8,4.4,15.830940776,21.334957561,27.6,26.2,19.909642267,12.8,13.4,11.82097295,40.798263723,8.8843465977
citrus,fl,224667.42273534794,102715.38373534795,4022.05,11.350477954565399,149657,19793.653063304002,8944.0,82,89.46095657348633,18.895700454711914,48574.0,12.6,5.7,13.586173788,23.130174425,28.7,35.7,21.399794583,13.3,15.5,14.696940337,36.709275209,34.518819564
clay,fl,336334.6481026227,90115.32910262267,27146.174,13.247226416843292,219252,25389.061643499,9540.0,82,92.07675361633301,26.152589797973633,72520.0,8.9,3.5,13.587711982,20.148532234,33.2,29.5,22.181437489,12.0,11.3,22.966267126,16.348311532,14.968695151
collier,fl,146075.479256541,51695.31925654099,5650.236,5.312006355669842,384902,27499.11605445,6469.0,82,88.221604347229,35.879356384277344,81895.0,10.1,3.7,19.865344241,15.971537698,21.9,22.9,21.655720439,9.1,10.5,16.823762932,32.919288546,8.4859417766
